# Wordlist

# DATA
ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE	SUBGROUP
236	- - - t a n s - a	86	big	Tsimu	tánsa	grande	t a n s a	tánsa		aymara	cerron2016	Uru-Chipaya
237	j a ʃ q - a	85	big	Wari	yashqa	grande	j a ʃ q a	yashqa			parkerchavez1976	Quechua
238	- a t u n	207	big	Yanac	atun	grande	a t u n	atun			heggarty2005	Quechua
7511	h a t u n	207	big	Azuay	jatun	grande	h a t u n	jatun				
7584	h a t u n	207	big	Jauja	hatun	grande	h a t u n	hatun				
#
4718	p i tʃ i n - -	257	bird	Anonimo	pichin	pájaro	p i tʃ i n	piʃco, pichin				Quechua
4719	p i ʃ q o	256	bird	Apuri	pishqu	pájaro	p i ʃ q o	pishqu			shimelman2017	Quechua
4720	p i tʃ i n k o	257	bird	Apurimac	pichinko	pájaro	p i tʃ i n k o	pichinko			camacho2007	Quechua
4721	p i s q o	256	bird	Apurimac	pisqo	pájaro	p i s q o	pisqo			camacho2007	Quechua
4722	u r p i t u	45	bird	Apurimac	urpitu	pájaro	u r p i t u	urpitu			camacho2007	Quechua
4723	p i s χ u	256	bird	Arma	pisqu	pájaro	p i s χ u	pisqu			galvez2003	Quechua
4724	p i tʃ i w s a	257	bird	Atalla	pičiwsa	pájaro	p i tʃ i w s a	pičiwsa			heggarty2005	Quechua
4725	u ɾ p i t u	45	bird	Ayacucho	urpitu	pájaro	u ɾ p i t u	urpitu, pisqo			soto1976	Quechua
4726	p i s χ o	256	bird	Ayacucho	pisqo	pájaro	p i s χ o	urpitu, pisqo			soto1976	Quechua
4727	p i ʃ k u	256	bird	Bobonaza	pishcu	pájaro	p i ʃ k u	pishcu			orrwrisley1981	Quechua
4728	p i ʃ q o	256	bird	Cacra-Hongos	pishqu	pájaro	p i ʃ q o	pishqu			shimelman2017	Quechua
4729	p i ʃ k u	256	bird	Chachapoyas	pishku	pájaro	p i ʃ k u	pishku			taylor2006	Quechua
4730	- - tʃ a n k i s -	43	bird	Chacpar	čankis	pájaro	tʃ a n k i s	čankis			heggarty2005	Quechua
4731	p i ʃ ʁ u	256	bird	Chetilla	pišγu	pájaro	p i ʃ ʁ u	pišγu			heggarty2005	Quechua
4732	w e z - - - - l a	42	bird	Chipaya	wezla	pájaro	w e z l a	wezla			heggarty2005	Uru-Chipaya
4733	pʼ i s q u	256	bird	Curva	p'isqu	pájaro	pʼ i s q u	p'isqu			heggarty2005	Quechua
4734	p i tʃ i n k u	257	bird	Cuzco	pičinku	pájaro	p i tʃ i n k u	pičinku, pičinchu			heggarty2005	Quechua
4735	p i tʃ i n kʰ u	257	bird	Cuzco	pičinchu	pájaro	p i tʃ i n kʰ u	pičinku, pičinchu			heggarty2005	Quechua
4736	p i tʃ i - - u	257	bird	CuzquenoAntiguo	ppichiu	pájaro	p i tʃ i u	ppichiu, piʃco			holguin1608	Quechua
4737	p i s k u	256	bird	CuzquenoAntiguo	piʃco	pájaro	p i s k u	ppichiu, piʃco			holguin1608	Quechua
4738	p i ʃ q u	256	bird	Huallaga	pišqu	pájaro	p i ʃ q u	pišqu			heggarty2005	Quechua
4739	p i ʃ ʔ u	256	bird	Huanca	pishqu	pájaro	p i ʃ ʔ u	pishqu				Quechua
4740	h a m a tʃʼ i	258	bird	Huancane	hamač'i	pájaro	h a m a tʃʼ i	hamač'i			heggarty2005	Aymara
4741	p i ʃ q o	256	bird	Huangascar	pishqu	pájaro	p i ʃ q o	pishqu			shimelman2017	Quechua
4742	p i ʃ q u	256	bird	HuarazHuailas	pishqu	pájaro	p i ʃ q u	pishqu			parkerchavez1976	Quechua
4743	p i ʃ k u	256	bird	Imbabura	pishku	pájaro	p i ʃ k u	pishku			gomez2009	Quechua
4744	k u r u	7717	bird	Inkawasi	kuru	pájaro	k u r u	kuru		[parix] before kuru; probably a kind?	heggarty2005	Quechua
4745	pʰ - tʃ i: n tʃ a	283	bird	Iruhito	pʰtší:ntša	pájaro	pʰ tʃ i: n tʃ a	pʰtší:ntša				Uru-Chipaya
4746	tʃʼ i p i	260	bird	Jaqaru	č'ipi	pájaro	tʃʼ i p i	č'ipi			heggarty2005	Aymara
4747	tʃʼ i p i	260	bird	Kawki	č'ipi	pájaro	tʃʼ i p i	č'ipi			heggarty2005	Aymara
4748	p i ʃ k u	256	bird	Lamas	pishku	pájaro	p i ʃ k u	pishku			taylor2006	Quechua
4749	p i ʃ q u	256	bird	Laraos	pišqu	pájaro	p i ʃ q u	pišqu			heggarty2005	Quechua
4750	p i ʃ q o	256	bird	Lincha-Tana	pishqu	pájaro	p i ʃ q o	pishqu			shimelman2017	Quechua
4751	pʼ i s q u	256	bird	Maragua	p'isqu	pájaro	pʼ i s q u	p'isqu			heggarty2005	Quechua
4752	p i ʃ k u	256	bird	Napo	pishcu	pájaro	p i ʃ k u	pishcu			orrwrisley1981	Quechua
4753	p i ʃ χ o	256	bird	Pacaraos	pishqu	pájaro	p i ʃ χ o	pishqu			adelaar1982	Quechua
4754	p i ʃ k u	256	bird	Pastaza	pishcu	pájaro	p i ʃ k u	pishcu			landerman1973	Quechua
4755	pʼ i s ʁ u	256	bird	Pocona	p'isγu	pájaro	pʼ i s ʁ u	p'isγu			heggarty2005	Quechua
4756	h a m a tʃʼ i	258	bird	Puki	hamač'i	pájaro	h a m a tʃʼ i	hamač'i			heggarty2005	Aymara
4757	pʼ i s q u	256	bird	Puno	p'isqu	pájaro	pʼ i s q u	p'isqu			heggarty2005	Quechua
4758	p i s k u	256	bird	Putumayo	piscu	pájaro	p i s k u	piscu			tandioy1978	Quechua
4759	p i ʃ q u	256	bird	Raimondi	pishqu	pájaro	p i ʃ q u	pishqu			parkerchavez1976	Quechua
4760	p i ʃ q o	256	bird	SanPedro	pishqu	pájaro	p i ʃ q o	pishqu			shimelman2017	Quechua
4761	p i ʃ q o	256	bird	Santiagueno	pishqo	pájaro	p i ʃ q o	pishqo		in disuse, vulgar connotation.	juanatey2021	Quechua
4762	p i s k o	256	bird	SantoTomas	pisco	pájaro	p i s k o	pisco			santotomas1996	Quechua
4763	p i ʃ k u	256	bird	Serena	pišku	pájaro	p i ʃ k u	pišku			heggarty2005	Quechua
4764	h a m a tʃʼ i	258	bird	Sullkatiti	hamač'i	pájaro	h a m a tʃʼ i	hamač'i			heggarty2005	Aymara
4765	pʼ i s q u	256	bird	Taquile	p'isqu	pájaro	pʼ i s q u	p'isqu			heggarty2005	Quechua
4766	p i ʃ χ o	256	bird	Tarma	pišxu	pájaro	p i ʃ χ o	pišxu				Quechua
4767	p i ʃ k u	256	bird	Troje	pišku	pájaro	p i ʃ k u	pišku			heggarty2005	Quechua
4768	- - tʃ i: n tʃ a	257	bird	Tsimu	tší:ntša	pájaro	tʃ i: n tʃ a	tší:ntša				Uru-Chipaya
4769	p i ʃ q u	256	bird	Wari	pishqu	pájaro	p i ʃ q u	pishqu			parkerchavez1976	Quechua
4770	p i ʃ q u	256	bird	Yanac	pišqu	pájaro	p i ʃ q u	pišqu			heggarty2005	Quechua
7404	p i s̺ k ɔ	256	bird	Anonimo	piʃco		p i s̺ k ɔ	piʃco, pichin				
7459	p i ʃ k u	256	bird	Azuay	pishcu	pájaro	p i ʃ k u	pishcu				
7585	p i ʃ ʔ u	256	bird	Jauja	pishqu	pájaro	p i ʃ ʔ u	pishqu				
#
1872	k a n i + n i	311	bite, to	Anonimo	canini	morder	k a n i + n i	canini			valera1586	Quechua
1873	k a n i + n i	311	bite, to	Apuri	kani-	morder	k a n i	kani-			shimelman2017	Quechua
1874	k a tʃ u	214	bite, to	Apurimac	kachu	morder	k a tʃ u	kachu, qachu, kamu, kani		cognado con kani?	camacho2007	Quechua
1875	q a tʃ u	214	bite, to	Apurimac	qachu	morder	q a tʃ u	kachu, qachu, kamu, kani			camacho2007	Quechua
1876	k a m - - u	269	bite, to	Apurimac	kamu	morder	k a m u	kachu, qachu, kamu, kani		Cognado con kani y con qachu?	camacho2007	Quechua
1877	k a n i	311	bite, to	Apurimac	kani	morder	k a n i	kachu, qachu, kamu, kani			camacho2007	Quechua
1878	k a tʃ u	214	bite, to	Arma	kachu	morder	k a tʃ u	kachu, kani			galvez2003	Quechua
1879	k a n i	311	bite, to	Arma	kani	morder	k a n i	kachu, kani			galvez2003	Quechua
1880	k a tʃ a	214	bite, to	Atalla	kača.	morder	k a tʃ a	kača.			heggarty2005	Quechua
1881	k a tʃ u	214	bite, to	Ayacucho	kachu	morder	k a tʃ u	kachu		kani solo para perro	soto1976	Quechua
1882	k a n i + n a	311	bite, to	Bobonaza	canina	morder	k a n i + n a	canina			orrwrisley1981	Quechua
1883	k a n i	311	bite, to	Cacra-Hongos	kani-	morder	k a n i	kani-			shimelman2017	Quechua
1884	k a n i	311	bite, to	Chachapoyas	kani	morder	k a n i	kani		also for other animals than dogs	taylor2006	Quechua
1885	k a n i	311	bite, to	Chacpar	kani.	morder	k a n i	kani.			heggarty2005	Quechua
1886	k a n i	311	bite, to	Chetilla	kani.	morder	k a n i	kani.			heggarty2005	Quechua
1887	ʈʂ’ a ( t ) - - - + z	216	bite, to	Chipaya	tr'at.z	morder	ʈʂ’ a t + z	tr'at.z			heggarty2005	Uru-Chipaya
1888	k a n i	311	bite, to	Curva	kani.	morder	k a n i	kani.			heggarty2005	Quechua
1889	k a n i	311	bite, to	Cuzco	kani.	morder	k a n i	kani.			heggarty2005	Quechua
1890	k a n i + n i	311	bite, to	CuzquenoAntiguo	canini	morder	k a n i + n i	canini			holguin1608	Quechua
1891	k a ɲ i	311	bite, to	Huallaga	kañi.	morder	k a ɲ i	kañi.			heggarty2005	Quechua
1892	k a n i	311	bite, to	Huanca	kaniy	morder	k a n i	kaniy			cerron2018	Quechua
1895	- a tʃ u + q a - - - -	214	bite, to	Huancane	aču.qa.	morder	a tʃ u + q a	aču.qa.			heggarty2005	Aymara
1896	k a n i	311	bite, to	Huangascar	kani-	morder	k a n i	kani-			shimelman2017	Quechua
1897	- a ɲ i	311	bite, to	HuarazHuailas	aniy	morder	a ɲ i	aniy			parkerchavez1976	Quechua
1898	k a n i + n a	311	bite, to	Imbabura	kanina	morder	k a n i + n a	kanina			gomez2009	Quechua
1899	k a n i	311	bite, to	Inkawasi	kani.	morder	k a n i	kani.			heggarty2005	Quechua
1900	h a w tʃʼ i	312	bite, to	Jaqaru	hawč'i.	morder	h a w tʃʼ i	hawč'i.			heggarty2005	Aymara
1901	h a w tʃʼ i	312	bite, to	Kawki	hawč'i.	morder	h a w tʃʼ i	hawč'i.			heggarty2005	Aymara
1902	k a n i	311	bite, to	Lamas	kani	morder	k a n i	kani		also for other animals than dogs	taylor2006	Quechua
1903	k a ʈʂ u	214	bite, to	Laraos	kaĉu.	morder	k a ʈʂ u	kaĉu.			heggarty2005	Quechua
1904	k a n i	311	bite, to	Lincha-Tana	kani-	morder	k a n i	kani-			shimelman2017	Quechua
1905	k a n i	311	bite, to	Maragua	kani.	morder	k a n i	kani.			heggarty2005	Quechua
1906	k a n i + n a	311	bite, to	Napo	canina	morder	k a n i + n a	canina			orrwrisley1981	Quechua
1907	k a n i	311	bite, to	Pacaraos	kani	morder	k a n i	kani			adelaar1982	Quechua
1908	k a n i + n a	311	bite, to	Pastaza	canina	morder	k a n i + n a	canina			landerman1973	Quechua
1909	k a n i	311	bite, to	Pocona	kani.	morder	k a n i	kani.			heggarty2005	Quechua
1910	t u r u + - - - tʼ a -	314	bite, to	Puki	turu.t'a.	morder	t u r u + tʼ a	turu.t'a.			heggarty2005	Aymara
1911	k a n i	311	bite, to	Puno	kani.	morder	k a n i	kani.			heggarty2005	Quechua
1912	k a n i	311	bite, to	Putumayo	cani	morder	k a n i	cani			tandioy1978	Quechua
1913	- a ɲ i	311	bite, to	Raimondi	aniy	morder	a ɲ i	aniy			parkerchavez1976	Quechua
1914	k a n i	311	bite, to	SanPedro	kani-	morder	k a n i	kani-			shimelman2017	Quechua
1915	k a n iː	311	bite, to	Santiagueno	kaniy	morder	k a n iː	kaniy			juanatey2021	Quechua
1916	k a m i + n i	311	bite, to	SantoTomas	camini	morder	k a m i + n i	camini			santotomas1951	Quechua
1917	k a n i	311	bite, to	Serena	kani.	morder	k a n i	kani.			heggarty2005	Quechua
1918	pʼ a - t a	312	bite, to	Sullkatiti	p'ata.	morder	pʼ a t a	p'ata.			heggarty2005	Aymara
1919	k a n i	311	bite, to	Taquile	kani.	morder	k a n i	kani.			heggarty2005	Quechua
1920	k a ʈʂ u	214	bite, to	Tarma	kaĉu	morder	k a ʈʂ u	kaĉu		kani: only for dogs, possibly also in other doculects	adelaar1977	Quechua
1921	k a n i	311	bite, to	Troje	kani.	morder	k a n i	kani.			heggarty2005	Quechua
1922	k a n i	311	bite, to	Yanac	kani.	morder	k a n i	kani.			heggarty2005	Quechua
7542	k a n i + n a	311	bite, to	Azuay	cani-na	morder	k a n i + n a	cani-na				
7586	k a n i	311	bite, to	Jauja	kaniy	morder	k a n i	kaniy				
#
7259	j a n a	366	black	Anonimo	yana	negro	j a n a	yana				Quechua
7260	j a n a	366	black	Apuri	yana	negro	j a n a	yana			shimelman2017	Quechua
7261	j a n a	366	black	Apurimac	yana	negro	j a n a	yana			camacho2007	Quechua
7262	j a n a	366	black	Arma	yana	negro	j a n a	yana			galvez2003	Quechua
7263	j a n a	366	black	Atalla	yana	negro	j a n a	yana			heggarty2005	Quechua
7264	j a n a	366	black	Ayacucho	yana	negro	j a n a	yana			soto1976	Quechua
7265	j a n a	366	black	Bobonaza	yana	negro	j a n a	yana			orrwrisley1981	Quechua
7266	j a n a	366	black	Cacra-Hongos	yana	negro	j a n a	yana			shimelman2017	Quechua
7267	j a n a	366	black	Chachapoyas	yana	negro	j a n a	yana			taylor2006	Quechua
7268	j a n a	366	black	Chacpar	yana	negro	j a n a	yana			heggarty2005	Quechua
7269	j a n a	366	black	Chetilla	yana	negro	j a n a	yana			heggarty2005	Quechua
7270	ts o k - - - -	367	black	Chipaya	tsok	negro	ts o k	tsok			heggarty2005	Uru-Chipaya
7271	j a n a	366	black	Curva	yana	negro	j a n a	yana			heggarty2005	Quechua
7272	j a n a	366	black	Cuzco	yana	negro	j a n a	yana			heggarty2005	Quechua
7273	j a n a	366	black	CuzquenoAntiguo	yana	negro	j a n a	yana				Quechua
7274	j a n a	366	black	Huallaga	yana	negro	j a n a	yana			heggarty2005	Quechua
7275	j a n a	366	black	Huanca	yana	negro	j a n a	yana			cerron2018	Quechua
7276	tʃʼ aː r a - -	368	black	Huancane	č'a:ra	negro	tʃʼ aː r a	č'a:ra			heggarty2005	Aymara
7277	j a n a	366	black	Huangascar	yana	negro	j a n a	yana			shimelman2017	Quechua
7278	j a ɲ a	366	black	HuarazHuailas	yana	negro	j a ɲ a	yana			parkerchavez1976	Quechua
7279	j a n a	366	black	Imbabura	yana	negro	j a n a	yana			gomez2009	Quechua
7280	j a n a	366	black	Inkawasi	yana	negro	j a n a	yana			heggarty2005	Quechua
7281	tʃ’ o k - i n i	367	black	Iruhito	tš’ókini	negro	tʃ’ o k i n i	tš’ókini, tš’óχkini				Uru-Chipaya
7282	tʃ’ o χ k i n i	367	black	Iruhito	tš’óχkini	negro	tʃ’ o χ k i n i	tš’ókini, tš’óχkini				Uru-Chipaya
7283	tsʼ i r a r a	368	black	Jaqaru	ts'irara	negro	tsʼ i r a r a	ts'irara			heggarty2005	Aymara
7284	ʈʂ’ i r a r a	368	black	Kawki	ĉ'irara	negro	ʈʂ’ i r a r a	ĉ'irara			heggarty2005	Aymara
7285	j a n a	366	black	Lamas	yana	negro	j a n a	yana			taylor2006	Quechua
7286	j a n a	366	black	Laraos	yana	negro	j a n a	yana			heggarty2005	Quechua
7287	j a n a	366	black	Lincha-Tana	yana	negro	j a n a	yana			shimelman2017	Quechua
7288	j a n a	366	black	Maragua	yana	negro	j a n a	yana			heggarty2005	Quechua
7289	j a n a	366	black	Napo	yana	negro	j a n a	yana			orrwrisley1981	Quechua
7290	j a n a	366	black	Pacaraos	yana	negro	j a n a	yana			adelaar1982	Quechua
7291	j a n a	366	black	Pastaza	yana	negro	j a n a	yana			landerman1973	Quechua
7292	j a n a	366	black	Pocona	yana	negro	j a n a	yana			heggarty2005	Quechua
7293	tʃʼ a r a - -	368	black	Puki	č'ara	negro	tʃʼ a r a	č'ara, č'iyara			heggarty2005	Aymara
7294	tʃʼ i j a r a	368	black	Puki	č'iyara	negro	tʃʼ i j a r a	č'ara, č'iyara			heggarty2005	Aymara
7295	j a n a	366	black	Puno	yana	negro	j a n a	yana			heggarty2005	Quechua
7296	j a n a	366	black	Putumayo	yana	negro	j a n a	yana			tandioy1978	Quechua
7297	j a ɲ a	366	black	Raimondi	yana	negro	j a ɲ a	yana			parkerchavez1976	Quechua
7298	j a n a	366	black	SanPedro	yana	negro	j a n a	yana			shimelman2017	Quechua
7299	j a n a	366	black	Santiagueno	yana	negro	j a n a	yana			juanatey2021	Quechua
7300	j a n a	366	black	SantoTomas	yana	negro	j a n a	yana			santotomas1951	Quechua
7301	j a n a	366	black	Serena	yana	negro	j a n a	yana			heggarty2005	Quechua
7302	tʃʼ i j a r a	368	black	Sullkatiti	č'iyara	negro	tʃʼ i j a r a	č'iyara			heggarty2005	Aymara
7303	j a n a	366	black	Taquile	yana	negro	j a n a	yana			heggarty2005	Quechua
7304	j a n a	366	black	Tarma	yana	negro	j a n a	yana			adelaar1977	Quechua
7305	j a n a	366	black	Troje	yana	negro	j a n a	yana			heggarty2005	Quechua
7306	tʃ’ iː s - - ɲ a	163	black	Tsimu	tš’í:sña	negro	tʃ’ iː s ɲ a	tš’í:sña				Uru-Chipaya
7307	j a ɲ a	366	black	Wari	yana	negro	j a ɲ a	yana			parkerchavez1976	Quechua
7308	j a n a	366	black	Yanac	yana	negro	j a n a	yana			heggarty2005	Quechua
7506	j a n a	366	black	Azuay	yana	negro	j a n a	yana				
7587	j a n a	366	black	Jauja	yana	negro	j a n a	yana				
#
4071	j a w a r	417	blood	Anonimo	yahuar	sangre	j a w a r	yahuar			valera1586	Quechua
4072	j a w a ɾ	417	blood	Apuri	yawar	sangre	j a w a ɾ	yawar			shimelman2017	Quechua
4073	j a w a r	417	blood	Apurimac	yawar	sangre	j a w a r	yawar			camacho2007	Quechua
4074	j a w a ɾ	417	blood	Arma	yawar	sangre	j a w a ɾ	yawar			galvez2003	Quechua
4075	j a w a r	417	blood	Atalla	yawar	sangre	j a w a r	yawar			heggarty2005	Quechua
4076	j a w a ɾ	417	blood	Ayacucho	yawar	sangre	j a w a ɾ	yawar			soto1976	Quechua
4077	r a w ai -	417	blood	Bobonaza	rahuai	sangre	r a w ai	rahuai			orrwrisley1981	Quechua
4078	j a w a l	417	blood	Cacra-Hongos	yawar	sangre	j a w a l	yawar			shimelman2017	Quechua
4079	j a w a r	417	blood	Chachapoyas	yawar	sangre	j a w a r	yawar			taylor2006	Quechua
4080	j a w a r̥	417	blood	Chacpar	yawaŕ	sangre	j a w a r̥	yawaŕ			heggarty2005	Quechua
4081	j a w a r	417	blood	Chetilla	yawar	sangre	j a w a r	yawar			heggarty2005	Quechua
4082	l j o k -	418	blood	Chipaya	ljok	sangre	l j o k	ljok			heggarty2005	Uru-Chipaya
4083	ʎ a w a r	417	blood	Curva	λawar	sangre	ʎ a w a r	λawar			heggarty2005	Quechua
4084	j a w a r	417	blood	Cuzco	yawar	sangre	j a w a r	yawar			heggarty2005	Quechua
4085	j a w a r	417	blood	CuzquenoAntiguo	yahuar	sangre	j a w a r	yahuar			holguin1608	Quechua
4086	j a w a r	417	blood	Huallaga	yawar	sangre	j a w a r	yawar			heggarty2005	Quechua
4087	j a w a r	417	blood	Huanca	yawar	sangre	j a w a r	yawar			cerron2018	Quechua
4088	w i l a	419	blood	Huancane	wila	sangre	w i l a	wila			heggarty2005	Aymara
4089	j a w a ɾ	417	blood	Huangascar	yawar	sangre	j a w a ɾ	yawar			shimelman2017	Quechua
4090	j a w a ɾ	417	blood	HuarazHuailas	yawar	sangre	j a w a ɾ	yawar			parkerchavez1976	Quechua
4091	j a w a ɾ	417	blood	Imbabura	yawar	sangre	j a w a ɾ	yawar			gomez2009	Quechua
4092	j a w a r	417	blood	Inkawasi	yawar	sangre	j a w a r	yawar			heggarty2005	Quechua
4093	l - o k i:	418	blood	Iruhito	lóki:	sangre	l o k i:	lóki:, lóke:			cerron2016	Uru-Chipaya
4094	l - o k e:	418	blood	Iruhito	lóke:	sangre	l o k e:	lóki:, lóke:			cerron2016	Uru-Chipaya
4095	w i l a	419	blood	Jaqaru	wila	sangre	w i l a	wila			heggarty2005	Aymara
4096	w i l a	419	blood	Kawki	wila	sangre	w i l a	wila			heggarty2005	Aymara
4097	j a w a r	417	blood	Lamas	yawar	sangre	j a w a r	yawar			taylor2006	Quechua
4098	j a w a r	417	blood	Laraos	yawar	sangre	j a w a r	yawar			heggarty2005	Quechua
4099	j a w a ɾ	417	blood	Lincha-Tana	yawar	sangre	j a w a ɾ	yawar			shimelman2017	Quechua
4100	j a w a r	417	blood	Maragua	yawar	sangre	j a w a r	yawar			heggarty2005	Quechua
4101	r a w ai -	417	blood	Napo	rahuai	sangre	r a w ai	rahuai			orrwrisley1981	Quechua
4102	j a w a ɾ	417	blood	Pacaraos	yawar	sangre	j a w a ɾ	yawar			adelaar1982	Quechua
4103	j a w a r	417	blood	Pastaza	yawar	sangre	j a w a r	yawar			landerman1973	Quechua
4104	ʎ a w a r	417	blood	Pocona	λawar	sangre	ʎ a w a r	λawar			heggarty2005	Quechua
4105	w i l a	419	blood	Puki	wila	sangre	w i l a	wila			heggarty2005	Aymara
4106	j a w a r	417	blood	Puno	yawar	sangre	j a w a r	yawar			heggarty2005	Quechua
4107	j a w a r	417	blood	Putumayo	yahuar	sangre	j a w a r	yahuar			tandioy1978	Quechua
4108	j a w a ɾ	417	blood	Raimondi	yawar	sangre	j a w a ɾ	yawar			parkerchavez1976	Quechua
4109	j a w a ɾ	417	blood	SanPedro	yawar	sangre	j a w a ɾ	yawar			shimelman2017	Quechua
4110	j a: - - ɾ	417	blood	Santiagueno	yaar	sangre	j a: ɾ	yaar			juanatey2021	Quechua
4111	j a w a r	417	blood	SantoTomas	yaguar	sangre	j a w a r	yaguar			santotomas1951	Quechua
4112	j a w a r̥	417	blood	Serena	yawaŕ	sangre	j a w a r̥	yawaŕ			heggarty2005	Quechua
4113	w i l a	419	blood	Sullkatiti	wila	sangre	w i l a	wila			heggarty2005	Aymara
4114	j a w a r	417	blood	Taquile	yawar	sangre	j a w a r	yawar			heggarty2005	Quechua
4115	j a w a ʐ	417	blood	Tarma	yawar	sangre	j a w a ʐ	yawar			adelaar1977	Quechua
4116	j a w a r̝	417	blood	Troje	yawař	sangre	j a w a r̝	yawař			heggarty2005	Quechua
4117	k’ o ɲ e	420	blood	Tsimu	k’óñe	sangre	k’ o ɲ e	k’óñe, sá:kre			cerron2016	Uru-Chipaya
4118	s a: k r e	421	blood	Tsimu	sá:kre	sangre	s a: k r e	k’óñe, sá:kre		pos. sangre de esp	cerron2016	Uru-Chipaya
4119	j a w a ɾ	417	blood	Wari	yawar	sangre	j a w a ɾ	yawar			parkerchavez1976	Quechua
4120	j a w a r̥	417	blood	Yanac	yawaŕ	sangre	j a w a r̥	yawaŕ			heggarty2005	Quechua
7448	j a w a ɾ	417	blood	Azuay	yahuar	sangre	j a w a ɾ	yahuar				
7588	j a w a r	417	blood	Jauja	yawar	sangre	j a w a r	yawar				
#
4170	t u ʎ u	468	bone	Anonimo	tullu	hueso	t u ʎ u	tullu			valera1586	Quechua
4171	t u ʎ u	468	bone	Apuri	tullu	hueso	t u ʎ u	tullu			shimelman2017	Quechua
4172	t u ʎ u	468	bone	Apurimac	tullu	hueso	t u ʎ u	tullu			camacho2007	Quechua
4173	t u ʎ u	468	bone	Atalla	tuλu	hueso	t u ʎ u	tuλu			heggarty2005	Quechua
4174	t u ʎ u	468	bone	Ayacucho	tullu	hueso	t u ʎ u	tullu			soto1976	Quechua
4175	t u ʎ u	468	bone	Bobonaza	tullu	hueso	t u ʎ u	tullu			orrwrisley1981	Quechua
4176	t u ʎ u	468	bone	Cacra-Hongos	tullu	hueso	t u ʎ u	tullu			shimelman2017	Quechua
4177	t u dʑ u	468	bone	Chachapoyas	tullu	hueso	t u dʑ u	tullu			taylor2006	Quechua
4178	t u ʎ u	468	bone	Chacpar	tuλu	hueso	t u ʎ u	tuλu			heggarty2005	Quechua
4179	t u dʒ u	468	bone	Chetilla	tudžu	hueso	t u dʒ u	tudžu			heggarty2005	Quechua
4180	ts - i j - -	470	bone	Chipaya	tsij	hueso	ts i j	tsij			heggarty2005	Uru-Chipaya
4181	t u ʎ u	468	bone	Curva	tuλu	hueso	t u ʎ u	tuλu			heggarty2005	Quechua
4182	t u ʎ u	468	bone	Cuzco	tuλu	hueso	t u ʎ u	tuλu			heggarty2005	Quechua
4183	t u ʎ u	468	bone	CuzquenoAntiguo	tullu	hueso	t u ʎ u	tullu			holguin1608	Quechua
4184	t u ʎ u	468	bone	Huallaga	tuλu	hueso	t u ʎ u	tuλu			heggarty2005	Quechua
4185	t u ʎ u	468	bone	Huanca	tullu	hueso	t u ʎ u	tullu			cerron2018	Quechua
4186	tʃʼ a kʰ a	68	bone	Huancane	č'akha	hueso	tʃʼ a kʰ a	č'akha			heggarty2005	Aymara
4187	t u ʎ u	468	bone	Huangascar	tullu	hueso	t u ʎ u	tullu			shimelman2017	Quechua
4188	t u ʎ u	468	bone	HuarazHuailas	tullu	hueso	t u ʎ u	tullu			parkerchavez1976	Quechua
4189	t u ʎ u	468	bone	Imbabura	tullu	hueso	t u ʎ u	tullu			gomez2009	Quechua
4190	t u ʒ u	468	bone	Inkawasi	tužu	hueso	t u ʒ u	tužu			heggarty2005	Quechua
4191	t s i χ ɲ e	470	bone	Iruhito	tsí̥χñe	hueso	t s i χ ɲ e	tsí̥χñe				Uru-Chipaya
4192	tsʼ a: k a	68	bone	Jaqaru	ts'a:ka	hueso	tsʼ a: k a	ts'a:ka			heggarty2005	Aymara
4193	tsʼ a: k a	68	bone	Kawki	ts'a:ka	hueso	tsʼ a: k a	ts'a:ka			heggarty2005	Aymara
4194	t u dʑ u	468	bone	Lamas	tullu	hueso	t u dʑ u	tullu			taylor2006	Quechua
4195	t u ʎ u	468	bone	Laraos	tuλu	hueso	t u ʎ u	tuλu			heggarty2005	Quechua
4196	t u ʎ u	468	bone	Lincha-Tana	tullu	hueso	t u ʎ u	tullu			shimelman2017	Quechua
4197	t u ʎ u	468	bone	Maragua	tuλu	hueso	t u ʎ u	tuλu			heggarty2005	Quechua
4198	t u ʎ u	468	bone	Napo	tullu	hueso	t u ʎ u	tullu			orrwrisley1981	Quechua
4199	t u l u	468	bone	Pacaraos	tulu	hueso	t u l u	tulu			adelaar1982	Quechua
4200	t u ʎ u	468	bone	Pastaza	tullu	hueso	t u ʎ u	tullu			landerman1973	Quechua
4201	t u ʎ u	468	bone	Pocona	tuλu	hueso	t u ʎ u	tuλu			heggarty2005	Quechua
4202	tʃʼ a kʰ a	68	bone	Puki	č'akha	hueso	tʃʼ a kʰ a	č'akha			heggarty2005	Aymara
4203	t u ʎ u	468	bone	Puno	tuλu	hueso	t u ʎ u	tuλu			heggarty2005	Quechua
4204	t u ʎ u	468	bone	Putumayo	tullu	hueso	t u ʎ u	tullu			tandioy1978	Quechua
4205	t u ʎ u	468	bone	Raimondi	tullu	hueso	t u ʎ u	tullu			parkerchavez1976	Quechua
4206	t u ʎ u	468	bone	SanPedro	tullu	hueso	t u ʎ u	tullu			shimelman2017	Quechua
4207	t u ʒ u	468	bone	Santiagueno	tullu	hueso	t u ʒ u	tullu			juanatey2021	Quechua
