DOCULECT	FORM	SOURCE
Raimondi	yarpay	parkerchavez1976
SanPedro		shimelman2017
Santiagueno	yachay	juanatey2021
SantoTomas	yuyani	santotomas1951
Serena	yuya.	heggarty2005
Sullkatiti	amuy.t'a.	heggarty2005
Taquile	yuya.	heggarty2005
Tarma	yarba	adelaar1977
Troje	yuya.	heggarty2005
Tsimu		cerron2016
Wari	yarpay	parkerchavez1976
Yanac	yarpa.	heggarty2005
Anonimo	rimani rimarini	valera1586
Apuri	rima-	shimelman2017
Apurimac	parla	camacho2007
Apurimac	rima	camacho2007
Arma	rima	galvez2003
Atalla	parla.	heggarty2005
Ayacucho	rima	soto1976
Bobonaza	rimana	orrwrisley1981
Cacra-Hongos	rima-	shimelman2017
Chachapoyas	rima	taylor2006
Chacpar	parla.	heggarty2005
Chetilla	rima.	heggarty2005
Chipaya	chhiy.z	heggarty2005
Curva	rima.	heggarty2005
Cuzco	rima.	heggarty2005
CuzquenoAntiguo	rimani	holguin1608
Huallaga	parla.	heggarty2005
Huanca	limay	cerron2018
Huancane	pala.	heggarty2005
Huangascar	rima-	shimelman2017
HuarazHuailas	parlay	parkerchavez1976
Imbabura	rimana	gomez2009
Inkawasi	rima.	heggarty2005
Iruhito		cerron2016
Jaqaru	aru.	heggarty2005
Kawki	aru.	heggarty2005
Lamas	rima	taylor2006
Laraos	rima.	heggarty2005
Lincha-Tana	rima-	shimelman2017
Maragua	parla.	heggarty2005
Napo	rimana	orrwrisley1981
Pacaraos	parla	adelaar1982
Pastaza	parlana	landerman1973
Pastaza	rimana	landerman1973
Pocona	parla.	heggarty2005
Puki	parla.	heggarty2005
Puno	rima.	heggarty2005
Putumayo	rima	tandioy1978
Raimondi	parlay	parkerchavez1976
SanPedro	rima-	shimelman2017
Santiagueno	rimay	juanatey2021
SantoTomas	rimani	santotomas1951
Serena	rima.	heggarty2005
Sullkatiti	parla.	heggarty2005
Taquile	rima.	heggarty2005
Tarma	rima	adelaar1977
Troje	řima.	heggarty2005
Tsimu		cerron2016
Wari	parlay	parkerchavez1976
Yanac	parla.	heggarty2005
Anonimo	acini, acicuni	valera1586
Apuri	asi-	shimelman2017
Apurimac	asi	camacho2007
Arma	asi	galvez2003
Atalla	asi.	heggarty2005
Ayacucho	asi	soto1976
Bobonaza	asina	orrwrisley1981
Cacra-Hongos	asi-	shimelman2017
Chachapoyas	asi	taylor2006
Chacpar	asi.	heggarty2005
Chetilla	asi.	heggarty2005
Chipaya	thaz.z	heggarty2005
Curva	asi.	heggarty2005
Cuzco	asi.	heggarty2005
CuzquenoAntiguo	acini	holguin1608
Huallaga	asi.	heggarty2005
Huanca	asiy, asikuy	cerron2018
Huancane	laru.	heggarty2005
Huangascar	asi-	shimelman2017
HuarazHuailas	asiy	parkerchavez1976
Imbabura	asina	gomez2009
Inkawasi	asi.	heggarty2005
Iruhito		cerron2016
Jaqaru	naru.	heggarty2005
Kawki	naru.	heggarty2005
Lamas	asi	taylor2006
Laraos	asi.	heggarty2005
Lincha-Tana	asi-	shimelman2017
Maragua	asi.	heggarty2005
Napo	asina	orrwrisley1981
Pacaraos	ayi	adelaar1982
Pastaza	asina	landerman1973
Pocona	asi.	heggarty2005
Puki	laru.	heggarty2005
Puno	asi.	heggarty2005
Putumayo	asi	tandioy1978
Raimondi	asiy	parkerchavez1976
SanPedro	asi-	shimelman2017
Santiagueno	asiy	juanatey2021
SantoTomas	acini, acucini	santotomas1951
Serena	asi.	heggarty2005
Sullkatiti	laru.	heggarty2005
Taquile	asi.	heggarty2005
Tarma	ayku	adelaar1977
Troje	asi.	heggarty2005
Tsimu		cerron2016
Wari	asiy	parkerchavez1976
Yanac	asi.	heggarty2005
Anonimo	huacani	valera1586
Apuri	qaparkacha-	shimelman2017
Apuri	waqa-	shimelman2017
Apurimac	waqa	camacho2007
Arma		galvez2003
Atalla	waχa.	heggarty2005
Ayacucho	waqa, awlla	soto1976
Bobonaza	huacana	orrwrisley1981
Cacra-Hongos	qaparkacha-	shimelman2017
Cacra-Hongos	waqa-	shimelman2017
Chachapoyas	waka	taylor2006
Chacpar	waγa	heggarty2005
Chetilla	waγa.	heggarty2005
Chipaya	qaa.z	heggarty2005
Curva	waqa.	heggarty2005
Cuzco	waqa.	heggarty2005
CuzquenoAntiguo	huacani	holguin1608
Huallaga	waqa.	heggarty2005
Huanca	waʔay	cerron2018
Huanca	apalkatray, hapalkatray	cerron2018
Huanca	awtruy	cerron2018
Huancane	hača.	heggarty2005
Huangascar	qaparkacha-	shimelman2017
Huangascar	waqa-	shimelman2017
HuarazHuailas	waqay	parkerchavez1976
Imbabura	wakana	gomez2009
Inkawasi	waγa.	heggarty2005
Iruhito		cerron2016
Jaqaru	hatsa.	heggarty2005
Kawki	haĉa.	heggarty2005
Lamas	waka	taylor2006
Laraos	waqa.	heggarty2005
Lincha-Tana	qaparkacha-	shimelman2017
Lincha-Tana	waqa-	shimelman2017
Maragua	waqa.	heggarty2005
Napo	huacana	orrwrisley1981
Pacaraos	waqa	adelaar1982
Pastaza	wacana	landerman1973
Pocona	waγa.	heggarty2005
Puki	χača.	heggarty2005
Puno	waqa.	heggarty2005
Putumayo	huaca	tandioy1978
Raimondi	waqay	parkerchavez1976
SanPedro	qaparkacha-	shimelman2017
SanPedro	waqa-	shimelman2017
Santiagueno	waqay	juanatey2021
SantoTomas	guacani	santotomas1951
Serena	waka.	heggarty2005
Sullkatiti	hača.	heggarty2005
Taquile	waqa.	heggarty2005
Tarma	waxa	adelaar1977
Troje	waka.	heggarty2005
Tsimu		cerron2016
Wari	waqay	parkerchavez1976
Yanac	waqa.	heggarty2005
Anonimo	coni	valera1586
Apuri	qu-	shimelman2017
Apurimac	qo	camacho2007
Arma	qu	galvez2003
Atalla	χu.	heggarty2005
Ayacucho	qo	soto1976
Bobonaza	cuna	orrwrisley1981
Cacra-Hongos	qu-	shimelman2017
Chachapoyas	ku	taylor2006
Chacpar	ġu.	heggarty2005
Chetilla	qu.	heggarty2005
Chipaya	ich.z	heggarty2005
Curva	qu.	heggarty2005
Cuzco	qu.	heggarty2005
CuzquenoAntiguo	ccuni	holguin1608
Huallaga	qu.	heggarty2005
Huanca	uy, huy	cerron2018
Huancane	čura.	heggarty2005
Huangascar	qu-	shimelman2017
HuarazHuailas		parkerchavez1976
Imbabura	kuna	gomez2009
Inkawasi	qu.	heggarty2005
Iruhito		cerron2016
Jaqaru	yaka.	heggarty2005
Kawki	yaka.	heggarty2005
Lamas	ku	taylor2006
Laraos	qu.	heggarty2005
Lincha-Tana	qu-	shimelman2017
Maragua	qu.	heggarty2005
Napo	cuna	orrwrisley1981
Pacaraos	qu	adelaar1982
Pastaza	cuna	landerman1973
Pocona	ġu.	heggarty2005
Puki	čura.	heggarty2005
Puno	qu.	heggarty2005
Putumayo	caray	tandioy1978
Raimondi		parkerchavez1976
SanPedro	qu-	shimelman2017
Santiagueno	qoy	juanatey2021
SantoTomas	co	santotomas1951
Serena	ku.	heggarty2005
Sullkatiti	čura.	heggarty2005
Taquile	qu.	heggarty2005
Tarma	xu	adelaar1977
Troje	ku.	heggarty2005
Tsimu		cerron2016
Wari		parkerchavez1976
Yanac	qu.	heggarty2005
Anonimo	cirani	valera1586
Apuri	sira-	shimelman2017
Apuri	utka-	shimelman2017
Apurimac	sira	camacho2007
Arma	sira	galvez2003
Atalla	sira.	heggarty2005
Ayacucho	sira	soto1976
Bobonaza	sirana	orrwrisley1981
Cacra-Hongos	sira-	shimelman2017
Cacra-Hongos	utka-	shimelman2017
Chachapoyas	sira	taylor2006
Chacpar	hira.	heggarty2005
Chetilla	sira.	heggarty2005
Chipaya	khoch.z	heggarty2005
Curva	sira.	heggarty2005
Cuzco	sira.	heggarty2005
CuzquenoAntiguo	cirani	holguin1608
Huallaga	hira.	heggarty2005
Huanca	hilay	cerron2018
Huancane	č'uku.	heggarty2005
Huangascar	sira-	shimelman2017
Huangascar	utka-	shimelman2017
HuarazHuailas	hiray	parkerchavez1976
Imbabura	sirana	gomez2009
Inkawasi	sira.	heggarty2005
Iruhito		cerron2016
Jaqaru	ts'uku.	heggarty2005
Kawki	ĉ'uku.	heggarty2005
Lamas	sira	taylor2006
Laraos	sira.	heggarty2005
Lincha-Tana	sira-	shimelman2017
Lincha-Tana	utka-	shimelman2017
Maragua	sira.	heggarty2005
Napo	sirana	orrwrisley1981
Pacaraos	hira	adelaar1982
Pastaza	sirana	landerman1973
Pocona	sira.	heggarty2005
Puki	č'uku.	heggarty2005
Puno	sira.	heggarty2005
Putumayo	sira	tandioy1978
Raimondi	hiray	parkerchavez1976
SanPedro	sira-	shimelman2017
SanPedro	utka-	shimelman2017
Santiagueno	seray	juanatey2021
SantoTomas	sirani, chuctani	santotomas1951
Serena	sira.	heggarty2005
Sullkatiti	č'uku.	heggarty2005
Taquile	sira.	heggarty2005
Tarma	xira	adelaar1977
Troje	sira.	heggarty2005
Tsimu		cerron2016
Wari	hiray	parkerchavez1976
Yanac	ira.	heggarty2005
Anonimo	tacani	valera1586
Apuri	maqa	shimelman2017
Apurimac	maqa	camacho2007
Apurimac	pana	camacho2007
Apurimac	qasu	camacho2007
Apurimac	taka	camacho2007
Apurimac	kalla	camacho2007
Arma	waqta, taka	galvez2003
Atalla	taka.	heggarty2005
Ayacucho	waqta, taka	soto1976
Bobonaza	sagmana	orrwrisley1981
Cacra-Hongos	maqa	shimelman2017
Chachapoyas	maka, wakta	taylor2006
Chacpar	taka.	heggarty2005
Chetilla	taka.	heggarty2005
Chipaya	trak.z	heggarty2005
Curva	taka.	heggarty2005
Cuzco	taka.	heggarty2005
CuzquenoAntiguo	huakta	holguin1608
Huallaga	asta.	heggarty2005
Huanca	maʔay 	cerron2018
Huancane	liq'i.	heggarty2005
Huangascar	maqa	shimelman2017
HuarazHuailas	maqay	parkerchavez1976
Imbabura	takana	gomez2009
Inkawasi	taka.	heggarty2005
Iruhito		cerron2016
Jaqaru	hayča.	heggarty2005
Kawki	čanqa.	heggarty2005
Lamas	maka, wakta	taylor2006
Laraos	maqa.	heggarty2005
Lincha-Tana	maqa	shimelman2017
Maragua	taka.	heggarty2005
Napo	sagmana	orrwrisley1981
Pacaraos	maqa	adelaar1982
Pastaza	tulupuna	landerman1973
Pastaza	wactana	landerman1973
Pocona	waχta.	heggarty2005
Puki	liq'i.	heggarty2005
Puno	taka.	heggarty2005
Putumayo	maca, tacachi	tandioy1978
Raimondi	maqay	parkerchavez1976
SanPedro	maqa	shimelman2017
Santiagueno	makay	juanatey2021
SantoTomas	tacani	santotomas1951
Serena	waxta.	heggarty2005
Sullkatiti	liq'i.	heggarty2005
Taquile	waχta.	heggarty2005
Tarma	maxa	adelaar1977
Troje	taka.	heggarty2005
Tsimu		cerron2016
Wari	maqay	parkerchavez1976
Yanac	taka.	heggarty2005
Anonimo	cam	valera1586
Apuri	qam	shimelman2017
Apurimac	qan	camacho2007
Arma	qam	galvez2003
Atalla	χam	heggarty2005
Ayacucho	qam	soto1976
Bobonaza	can	orrwrisley1981
Cacra-Hongos	qam	shimelman2017
Chachapoyas	kam	taylor2006
Chacpar	qam, ġam	heggarty2005
Chetilla	qam	heggarty2005
Chipaya	am	heggarty2005
Curva	qan	heggarty2005
Cuzco	qan	heggarty2005
CuzquenoAntiguo	cam	holguin1608
Huallaga	qam	heggarty2005
Huanca	am, ham	cerron2018
Huancane	huma	heggarty2005
Huangascar	qam	shimelman2017
HuarazHuailas	qam	parkerchavez1976
Imbabura	kan	gomez2009
Inkawasi	xam	heggarty2005
Iruhito	á:m tsa:i	cerron2016
Jaqaru	huma	heggarty2005
Kawki	huma	heggarty2005
Lamas	kam	taylor2006
Laraos	qam	heggarty2005
Lincha-Tana	qam	shimelman2017
Maragua	qan	heggarty2005
Napo	can	orrwrisley1981
Pacaraos	qam	adelaar1982
Pastaza	can	landerman1973
Pocona	γan	heggarty2005
Puki	huma	heggarty2005
Puno	qan	heggarty2005
Putumayo	cam	tandioy1978
Raimondi	qam	parkerchavez1976
SanPedro	qam	shimelman2017
Santiagueno	qam	juanatey2021
SantoTomas	cam	santotomas1951
Serena	kan	heggarty2005
Sullkatiti	huma	heggarty2005
Taquile	qan	heggarty2005
Tarma	xam	adelaar1977
Troje	kan	heggarty2005
Tsimu	á:ma	cerron2016
Wari	qam	parkerchavez1976
Yanac	qam	heggarty2005
Anonimo	tancani	valera1586
Apuri	tanqa-	shimelman2017
Apurimac	tanqa	camacho2007
Arma		galvez2003
Atalla	tanġa.	heggarty2005
Ayacucho	tanqa	soto1976
Bobonaza	tangana	orrwrisley1981
Cacra-Hongos	tanqa-	shimelman2017
Chachapoyas	tanka	taylor2006
Chacpar	tanqa.	heggarty2005
Chetilla	kumsa.	heggarty2005
Chipaya	rimpuj.z	heggarty2005
Curva	tanqa.	heggarty2005
Cuzco	tanqa.	heggarty2005
CuzquenoAntiguo	tancarini	holguin1608
Huallaga	tanqa.	heggarty2005
Huanca	kumsay	cerron2018
Huanca	tanʔay	cerron2018
Huancane	nukhu.	heggarty2005
Huangascar	tanqa-	shimelman2017
HuarazHuailas	kumay	parkerchavez1976
Imbabura	tangana	gomez2009
Inkawasi	kumsa.	heggarty2005
Iruhito		cerron2016
Jaqaru	čima.	heggarty2005
Kawki	čima.	heggarty2005
Lamas	tanka	taylor2006
Laraos	kumsa.	heggarty2005
Lincha-Tana	tanqa-	shimelman2017
Maragua	tanqa.	heggarty2005
Napo	tangana	orrwrisley1981
Pacaraos	kuma	adelaar1982
Pastaza	tangana	landerman1973
Pocona	tanγa.	heggarty2005
Puki	tanqa.	heggarty2005
Puno	tanqa.	heggarty2005
Putumayo	tanga	tandioy1978
Raimondi	kumay	parkerchavez1976
SanPedro	tanqa-	shimelman2017
Santiagueno	tanqay	juanatey2021
SantoTomas	tancani	santotomas1951
Serena	tanga.	heggarty2005
Sullkatiti	nukhu.	heggarty2005
Taquile	tanqa.	heggarty2005
Tarma	kuma-ri	adelaar1977
Troje	thanga.	heggarty2005
Tsimu		cerron2016
Wari	kumay	parkerchavez1976
Yanac	tanqa.	heggarty2005
Anonimo	mana, ama	valera1586
Apuri	mana	shimelman2017
Apurimac	mana	camacho2007
Arma	mana	galvez2003
Atalla	mana	heggarty2005
Ayacucho	mana	soto1976
Bobonaza	mana	orrwrisley1981
Cacra-Hongos	mana	shimelman2017
Chachapoyas	mana	taylor2006
Chacpar	mana	heggarty2005
Chetilla	mana	heggarty2005
Chipaya	ana	heggarty2005
Curva	mana	heggarty2005
Cuzco	mana	heggarty2005
CuzquenoAntiguo	mana	holguin1608
Huallaga	mana	heggarty2005
Huanca	mana	cerron2018
Huancane	hani	heggarty2005
Huangascar	mana	shimelman2017
HuarazHuailas	mana	parkerchavez1976
Imbabura	mana	gomez2009
Inkawasi	mana	heggarty2005
Iruhito	á:na	cerron2016
Jaqaru	iša	heggarty2005
Kawki	iša	heggarty2005
Lamas	mana	taylor2006
Laraos	mana	heggarty2005
Lincha-Tana	mana	shimelman2017
Maragua	mana	heggarty2005
Napo	mana	orrwrisley1981
Pacaraos	mana	adelaar1982
Pastaza	mana	landerman1973
Pocona	mana	heggarty2005
Puki	hani	heggarty2005
Puno	mana	heggarty2005
Putumayo	mana	tandioy1978
Raimondi	mana	parkerchavez1976
SanPedro	mana	shimelman2017
Santiagueno	mana	juanatey2021
SantoTomas	ama, mana	santotomas1951
Serena	mana	heggarty2005
Sullkatiti	hani	heggarty2005
Taquile	mana	heggarty2005
Tarma	mana	adelaar1977
Troje	mana	heggarty2005
Tsimu	haní:hua	cerron2016
Wari	mana	parkerchavez1976
Yanac	mana	heggarty2005
Anonimo	yma	valera1586
Apuri	ima	shimelman2017
Apurimac	mayta	camacho2007
Arma	ima	galvez2003
Atalla	ima	heggarty2005
Ayacucho	ima	soto1976
Bobonaza	ima	orrwrisley1981
Cacra-Hongos	ima	shimelman2017
Chachapoyas	ima	taylor2006
Chacpar	ima	heggarty2005
Chetilla	ima	heggarty2005
Chipaya	trhulu	heggarty2005
Curva	ima	heggarty2005
Cuzco	ima	heggarty2005
CuzquenoAntiguo	yma	holguin1608
Huallaga	ima	heggarty2005
Huanca	ima	cerron2018
Huancane	kuna	heggarty2005
Huangascar	ima	shimelman2017
HuarazHuailas	ima	parkerchavez1976
Imbabura	ima	gomez2009
Inkawasi	ima	heggarty2005
Iruhito		cerron2016
Jaqaru	qusa	heggarty2005
Kawki	qusi	heggarty2005
Lamas	ima	taylor2006
Laraos	ima	heggarty2005
Lincha-Tana	ima	shimelman2017
Maragua	ima	heggarty2005
Napo	ima	orrwrisley1981
Pacaraos	ima	adelaar1982
Pastaza	ima	landerman1973
Pocona	ima	heggarty2005
Puki	kuna	heggarty2005
Puno	ima	heggarty2005
Putumayo	ima	tandioy1978
Raimondi	ima	parkerchavez1976
SanPedro	ima	shimelman2017
Santiagueno	imat	juanatey2021
SantoTomas	ima	santotomas1951
Serena	ima	heggarty2005
Sullkatiti	kuna	heggarty2005
Taquile	ima	heggarty2005
Tarma	ima	adelaar1977
Troje	ima	heggarty2005
Tsimu		cerron2016
Wari		parkerchavez1976
Yanac	ima	heggarty2005
Anonimo	pi	valera1586
Apuri	pi	shimelman2017
Apurimac	pi	camacho2007
Arma	pi	galvez2003
Atalla	pi	heggarty2005
Ayacucho	pi	soto1976
Bobonaza	maican	orrwrisley1981
Cacra-Hongos	pi	shimelman2017
Chachapoyas	pi	taylor2006
Chacpar	pi	heggarty2005
Chetilla	pi	heggarty2005
Chipaya	hek	heggarty2005
Curva	pi	heggarty2005
Cuzco	pi	heggarty2005
CuzquenoAntiguo	pi	holguin1608
Huallaga	pi	heggarty2005
Huanca	pi	cerron2018
Huancane	khiti	heggarty2005
Huangascar	pi	shimelman2017
HuarazHuailas	pi	parkerchavez1976
Imbabura	pi	gomez2009
Inkawasi	pi	heggarty2005
Iruhito		cerron2016
Jaqaru	qači	heggarty2005
Kawki	qači	heggarty2005
Lamas	pi	taylor2006
Laraos	pi	heggarty2005
Lincha-Tana	pi	shimelman2017
Maragua	pi	heggarty2005
Napo	maican	orrwrisley1981
Pacaraos	pii	adelaar1982
Pastaza	pi	landerman1973
Pocona	pi	heggarty2005
Puki	khiti	heggarty2005
Puno	pi	heggarty2005
Putumayo	pi	tandioy1978
Raimondi	pi	parkerchavez1976
SanPedro	pi	shimelman2017
Santiagueno	pitaq	juanatey2021
SantoTomas	pi	santotomas1951
Serena	pi	heggarty2005
Sullkatiti	khiti	heggarty2005
Taquile	pi	heggarty2005
Tarma	pi	adelaar1977
Troje	pi	heggarty2005
Tsimu		cerron2016
Wari	pi	parkerchavez1976
Yanac	pi	heggarty2005
Anonimo	cay	valera1586
Apuri	kay	shimelman2017
Apurimac	kay	camacho2007
Arma	kay	galvez2003
Atalla	kay	heggarty2005
Ayacucho	kay	soto1976
Bobonaza	cai	orrwrisley1981
Cacra-Hongos	kay	shimelman2017
Chachapoyas	kay	taylor2006
Chacpar	ke:, kay	heggarty2005
Chetilla	kay	heggarty2005
Chipaya	tii	heggarty2005
Curva	kay	heggarty2005
Cuzco	kay	heggarty2005
CuzquenoAntiguo	cay	holguin1608
Huallaga	kay	heggarty2005
Huanca	kay	cerron2018
Huancane	ayka	heggarty2005
Huangascar	kay	shimelman2017
HuarazHuailas		parkerchavez1976
Imbabura	kai	gomez2009
Inkawasi	kay	heggarty2005
Iruhito		cerron2016
Jaqaru	aka	heggarty2005
Kawki	aka	heggarty2005
Lamas	kay	taylor2006
Laraos	kay	heggarty2005
Lincha-Tana	kay	shimelman2017
Maragua	kay	heggarty2005
Napo	cai	orrwrisley1981
Pacaraos	kay	adelaar1982
Pastaza	cay	landerman1973
Pocona	kay	heggarty2005
Puki	aka	heggarty2005
Puno	kay	heggarty2005
Putumayo	cay	tandioy1978
Raimondi		parkerchavez1976
SanPedro	kay	shimelman2017
Santiagueno	kay	juanatey2021
SantoTomas	cay	santotomas1951
Serena	kay	heggarty2005
Sullkatiti	aka	heggarty2005
Taquile	kay	heggarty2005
Tarma	kay	adelaar1977
Troje	kay	heggarty2005
Tsimu		cerron2016
Wari		parkerchavez1976
Yanac	ke:	heggarty2005
Anonimo	yʃacay	valera1586
Apuri	ishkay	shimelman2017
Apurimac	iskay	camacho2007
Arma	iskay	galvez2003
Atalla	iskay	heggarty2005
Ayacucho	iskay	soto1976
Bobonaza	ishcai	orrwrisley1981
Cacra-Hongos	ishkay	shimelman2017
Chachapoyas	ishkay	taylor2006
Chacpar	iške:	heggarty2005
Chetilla	iškay	heggarty2005
Chipaya	pizk	heggarty2005
Curva	iskay	heggarty2005
Cuzco	iskay	heggarty2005
CuzquenoAntiguo	yʃcay	holguin1608
Huallaga	iškay	heggarty2005
Huanca	iʃkay	cerron2018
Huancane	paya	heggarty2005
Huangascar	ishkay	shimelman2017
HuarazHuailas	ishkay	parkerchavez1976
Imbabura	ishkay	gomez2009
Inkawasi	iškay	heggarty2005
Iruhito	pí:šk	cerron2016
Jaqaru	paxa	heggarty2005
Kawki	paxa	heggarty2005
Lamas	ishkay	taylor2006
Laraos	iškay	heggarty2005
Lincha-Tana	ishkay	shimelman2017
Maragua	iskay	heggarty2005
Napo	ishcai	orrwrisley1981
Pacaraos	ishkay	adelaar1982
Pastaza	ishcay	landerman1973
Pocona	iskay	heggarty2005
Puki	paya	heggarty2005
Puno	iskay	heggarty2005
Putumayo	iscay	tandioy1978
Raimondi	ishkay	parkerchavez1976
SanPedro	ishkay	shimelman2017
Santiagueno	ishkay	juanatey2021
SantoTomas	yʃcay	santotomas1951
Serena	iški	heggarty2005
Sullkatiti	paya	heggarty2005
Taquile	iskay	heggarty2005
Tarma	išgay	adelaar1977
Troje	iški	heggarty2005
Tsimu	pá:ti	cerron2016
Wari	ishkay	parkerchavez1976
Yanac	iške:	heggarty2005
Anonimo	huan	valera1586
Apuri	wan	shimelman2017
Apurimac	-wan	camacho2007
Arma		galvez2003
Atalla	.wan	heggarty2005
Ayacucho	-wan	soto1976
Bobonaza		orrwrisley1981
Cacra-Hongos	-wan	shimelman2017
Chachapoyas		taylor2006
Chacpar	.wan	heggarty2005
Chetilla	.wan	heggarty2005
Chipaya	.zh.tan, .a.tan	heggarty2005
Curva	.wan	heggarty2005
Cuzco	.wan	heggarty2005
CuzquenoAntiguo	huan	holguin1608
Huallaga	.wan	heggarty2005
Huanca		cerron2018
Huancane	.mpi	heggarty2005
Huangascar	-wan	shimelman2017
HuarazHuailas		parkerchavez1976
Imbabura		gomez2009
Inkawasi	.wan	heggarty2005
Iruhito		cerron2016
Jaqaru	.wšqa	heggarty2005
Kawki	.wšqa	heggarty2005
Lamas		taylor2006
Laraos	.wan	heggarty2005
Lincha-Tana	-wan	shimelman2017
Maragua	.wan	heggarty2005
Napo		orrwrisley1981
Pacaraos		adelaar1982
Pastaza		landerman1973
Pocona	.wan	heggarty2005
Puki	.nti	heggarty2005
Puno	.wan	heggarty2005
Putumayo		tandioy1978
Raimondi		parkerchavez1976
Santiagueno	-an	juanatey2021
SantoTomas	guam	santotomas1951
Serena	.wa	heggarty2005
Sullkatiti	.mpi	heggarty2005
Taquile	.wan	heggarty2005
Tarma		adelaar1977
Troje	.wan	heggarty2005
Tsimu		cerron2016
Wari	-wan	parkerchavez1976
Yanac	.wan	heggarty2005
Anonimo	vma	valera1586
Apuri	uma	shimelman2017
Apurimac	uma	camacho2007
Arma	uma	galvez2003
Atalla	uma	heggarty2005
Ayacucho	uma	soto1976
Bobonaza	uma	orrwrisley1981
Cacra-Hongos	uma	shimelman2017
Chachapoyas	uma	taylor2006
Chacpar	uma	heggarty2005
Chetilla	uma	heggarty2005
Chipaya	acha	heggarty2005
Curva	uma	heggarty2005
Cuzco	uma	heggarty2005
CuzquenoAntiguo	vma	holguin1608
Huallaga	uma	heggarty2005
Huanca	uma	cerron2018
Huancane	p'iqi	heggarty2005
Huangascar	uma	shimelman2017
HuarazHuailas	uma	parkerchavez1976
Imbabura	uma	gomez2009
Inkawasi	uma	heggarty2005
Iruhito	á:tša	cerron2016
Jaqaru	namp'a	heggarty2005
Kawki	pa(x)ĉha	heggarty2005
Lamas	uma	taylor2006
Laraos	uma	heggarty2005
Lincha-Tana	uma	shimelman2017
Maragua	uma	heggarty2005
Napo	uma	orrwrisley1981
Pacaraos	uma	adelaar1982
Pastaza	uma	landerman1973
Pocona	uma	heggarty2005
Puki	p'iqi	heggarty2005
Puno	uma	heggarty2005
Putumayo	uma	tandioy1978
Raimondi	uma	parkerchavez1976
SanPedro	uma	shimelman2017
Santiagueno	uma	juanatey2021
SantoTomas	huma	santotomas1951
Serena	uma	heggarty2005
Sullkatiti	p'iqi	heggarty2005
Taquile	uma	heggarty2005
Tarma	uma	adelaar1977
Troje	uma	heggarty2005
Tsimu	p’aéke	cerron2016
Wari	uma	parkerchavez1976
Yanac	uma	heggarty2005
Anonimo	vya, ricchay	valera1586
Apuri	uya	shimelman2017
Apurimac	uya	camacho2007
Arma	uya	galvez2003
Atalla	cara	heggarty2005
Ayacucho	uya	soto1976
Bobonaza	ñahui	orrwrisley1981
Cacra-Hongos		shimelman2017
Chachapoyas	wiya	taylor2006
Chacpar	qaχ(ə)λa	heggarty2005
Chetilla	qaγdya	heggarty2005
Chipaya	yuk(i)	heggarty2005
Curva	uya	heggarty2005
Cuzco	uya	heggarty2005
CuzquenoAntiguo	vya, ricchay	holguin1608
Huallaga	qaχλa	heggarty2005
Huanca	liktʃaʔ,  liktʃay 	cerron2018
Huanca	ka:ra	cerron2018
Huancane	aχanu	heggarty2005
Huangascar	uya	shimelman2017
HuarazHuailas		parkerchavez1976
Imbabura	ñawi	gomez2009
Inkawasi	χaχ(ə)dža	heggarty2005
Iruhito	yú:kʰ	cerron2016
Jaqaru	qaxλa	heggarty2005
Kawki	qaxλa	heggarty2005
Lamas	uya	taylor2006
Laraos	cara	heggarty2005
Lincha-Tana		shimelman2017
Maragua	uya	heggarty2005
Napo	ñahui	orrwrisley1981
Pacaraos	kaara	adelaar1982
Pastaza	uya	landerman1973
Pocona	uya	heggarty2005
Puki	inñaqa	heggarty2005
Puno	uya	heggarty2005
Putumayo	ñahui	tandioy1978
Raimondi	qallqa	parkerchavez1976
SanPedro	uya	shimelman2017
Santiagueno	uya	juanatey2021
SantoTomas	oya, riccha	santotomas1951
Serena	ñaβi	heggarty2005
Sullkatiti	aχanu	heggarty2005
Taquile	uya	heggarty2005
Tarma	kara	adelaar1977
Troje	ñawi	heggarty2005
Tsimu	yú:ki	cerron2016
Wari	qallqa	parkerchavez1976
Yanac	qaq(ə)λa	heggarty2005
Anonimo	mati	valera1586
Apuri	chimpa	shimelman2017
Apuri	paqtra	shimelman2017
Apurimac	chinpa	camacho2007
Apurimac	mati	camacho2007
Arma	urku	galvez2003
Atalla	urku	heggarty2005
Ayacucho	urku	soto1976
Bobonaza	jurinti	orrwrisley1981
Cacra-Hongos	paqtra	shimelman2017
Chachapoyas	urku	taylor2006
Chacpar	urku	heggarty2005
Chetilla	urku	heggarty2005
Chipaya	aya	heggarty2005
Curva	mat'i	heggarty2005
Cuzco	mat'i	heggarty2005
CuzquenoAntiguo	maiti	holguin1608
Huallaga	urku	heggarty2005
Huanca	ulku	cerron2018
Huanca	paʔtra	cerron2018
Huanca	isʔuŝ	cerron2018
Huancane	para	heggarty2005
Huangascar	chimpa	shimelman2017
HuarazHuailas	urku	parkerchavez1976
Imbabura	ñawi	gomez2009
Inkawasi	urku	heggarty2005
Iruhito	á:ya	cerron2016
Jaqaru	paxĉha	heggarty2005
Kawki	paxĉha	heggarty2005
Lamas	urku	taylor2006
Laraos	paqχra	heggarty2005
Lincha-Tana	chimpa, paqtra	shimelman2017
Maragua	frente	heggarty2005
Napo	jurinti	orrwrisley1981
Pacaraos	suqutri	adelaar1982
Pastaza	urindi	landerman1973
